id_cliente;nombres;apellidos;tipo_documento;numero_documento;ciudad;departamento;telefono;correo;fecha_registro;segmento;frecuencia_compra; ticket_promedio ;estado
CLI059;Sandra;Sánchez Martínez;CC;75377052;Armenia;Quindío;3172854971;sandra.sánchez@ferremail.com;6/12/2025;Hogar;Media;25.569;Activo
CLI060;Santiago;Martínez Torres;CC;105632207;Manizales;Caldas;3152072647;santiago.martínez@ferremail.com;23/01/2026;Hogar;Alta;277.218;Activo
CLI061;Luisa;Rodríguez Martínez;CC;64481924;Pereira;Risaralda;3158904069;luisa.rodríguez@ferremail.com;1/01/2025;Profesional;Media;768.589;Activo
CLI062;María;Torres Torres;CC;11222869;Bogotá;Cundinamarca;3105782883;maría.torres@ferremail.com;14/09/2025;Hogar;Baja;763.091;Activo
CLI063;Diego;Ramírez Pérez;CC;52758171;Bogotá;Cundinamarca;3178585153;diego.ramírez@ferremail.com;31/12/2025;Hogar;Baja;278.930;Activo
CLI064;Carlos;Sánchez Rodríguez;CC;15872354;Manizales;Caldas;3183319049;carlos.sánchez@ferremail.com;8/02/2025;Hogar;Baja;419.445;Activo
CLI065;Sandra;Torres Gómez;CC;32419480;Armenia;Quindío;3122655016;sandra.torres@ferremail.com;19/04/2025;Hogar;Baja;46.069;Activo
CLI066;Claudia;Ramírez Ramírez;CC;21082322;Pereira;Risaralda;3187482532;claudia.ramírez@ferremail.com;6/01/2025;Constructor;Media;619.991;Activo
CLI067;Andrés;Pérez García;NIT;42359860;Bogotá;Cundinamarca;3143213573;andrés.pérez@ferremail.com;11/03/2025;Hogar;Media;207.210;Activo
CLI068;Sandra;Ramírez Sánchez;CC;97554946;Manizales;Caldas;3178082212;sandra.ramírez@ferremail.com;5/02/2025;Constructor;Media;666.465;Activo
CLI069;Paula;López Pérez;NIT;104484061;Bogotá;Cundinamarca;3123357821;paula.lópez@ferremail.com;17/03/2026;Profesional;Baja;361.383;Activo
CLI070;Luisa;García Pérez;NIT;92405138;Armenia;Quindío;3109040979;luisa.garcía@ferremail.com;23/04/2025;Profesional;Alta;124.537;Activo
CLI071;Martha;Pérez García;CC;63215075;Medellín;Antioquia;3125476576;martha.pérez@ferremail.com;25/01/2026;Hogar;Media;102.180;Activo
CLI072;Pedro;Rodríguez Ramírez;CC;29931456;Medellín;Antioquia;3189112074;pedro.rodríguez@ferremail.com;3/02/2026;Hogar;Baja;449.474;Activo
CLI073;Claudia;Gómez García;CC;19742257;Bogotá;Cundinamarca;3142712503;claudia.gómez@ferremail.com;4/04/2026;Constructor;Baja;406.594;Activo
CLI074;Fernando;Pérez Ramírez;CC;12155748;Bogotá;Cundinamarca;3121873172;fernando.pérez@ferremail.com;14/06/2025;Constructor;Baja;519.097;Activo
CLI075;Paula;Torres Torres;CC;72056263;Bogotá;Cundinamarca;3123562469;paula.torres@ferremail.com;19/12/2025;Profesional;Baja;422.400;Activo
CLI076;Juan;Gómez Sánchez;CC;27691444;Manizales;Caldas;3168905477;juan.gómez@ferremail.com;14/05/2025;Hogar;Baja;510.025;Activo
CLI077;Paula;Gómez López;CC;55745050;Armenia;Quindío;3156275034;paula.gómez@ferremail.com;15/03/2026;Hogar;Media;52.265;Activo
CLI078;Carlos;Gómez Pérez;CC;82506526;Armenia;Quindío;3172805468;carlos.gómez@ferremail.com;16/05/2025;Hogar;Baja;104.291;Activo
CLI079;Diana;Rodríguez Martínez;CC;59282339;Pereira;Risaralda;3149204298;diana.rodríguez@ferremail.com;11/09/2025;Constructor;Media;260.773;Activo
CLI080;Claudia;Ramírez Rodríguez;CC;87782638;Armenia;Quindío;3134357679;claudia.ramírez@ferremail.com;20/11/2025;Profesional;Alta;20.126;Activo
CLI081;María;Torres Pérez;CC;55084109;Santa Rosa de Cabal;Risaralda;3153276106;maría.torres@ferremail.com;11/02/2026;Hogar;Alta;152.717;Activo
CLI082;Sandra;Sánchez Torres;CC;90908854;Manizales;Caldas;3173427540;sandra.sánchez@ferremail.com;7/03/2026;Hogar;Alta;77.545;Activo
CLI083;María;García Torres;CC;45453171;Santa Rosa de Cabal;Risaralda;3154678086;maría.garcía@ferremail.com;29/07/2025;Hogar;Baja;318.512;Activo
CLI084;Luisa;Martínez Pérez;CC;49785651;Bogotá;Cundinamarca;3144364695;luisa.martínez@ferremail.com;10/06/2025;Hogar;Baja;563.385;Activo
CLI085;Ana;García Gómez;CC;102294504;Santa Rosa de Cabal;Risaralda;3133412149;ana.garcía@ferremail.com;8/12/2025;Hogar;Alta;607.111;Activo
CLI086;Diego;Gómez Sánchez;CC;89594423;Manizales;Caldas;3106984684;diego.gómez@ferremail.com;22/04/2026;Hogar;Baja;169.521;Activo
CLI087;Santiago;Martínez Rodríguez;CC;24013403;Santa Rosa de Cabal;Risaralda;3114943645;santiago.martínez@ferremail.com;15/06/2025;Profesional;Alta;596.775;Activo
CLI088;Diego;Sánchez Martínez;CC;99097673;Manizales;Caldas;3119370262;diego.sánchez@ferremail.com;24/02/2025;Hogar;Media;236.454;Activo
CLI089;Fernando;Gómez Torres;CC;62934615;Manizales;Caldas;3174185714;fernando.gómez@ferremail.com;7/04/2025;Profesional;Media;617.794;Activo
CLI090;Martha;Ramírez López;NIT;79071029;Medellín;Antioquia;3168750575;martha.ramírez@ferremail.com;11/04/2026;Hogar;Baja;298.176;Activo
CLI091;Andrés;Martínez Martínez;CC;75174203;Pereira;Risaralda;3113008960;andrés.martínez@ferremail.com;30/10/2025;Profesional;Baja;647.433;Activo
CLI092;Pedro;Martínez Sánchez;CC;87973011;Medellín;Antioquia;3142705215;pedro.martínez@ferremail.com;10/08/2025;Hogar;Alta;158.155;Activo
CLI093;Luis;Pérez Ramírez;CC;24072989;Manizales;Caldas;3162732465;luis.pérez@ferremail.com;25/04/2025;Profesional;Alta;579.655;Activo
CLI094;Diana;Torres Sánchez;CC;96131989;Manizales;Caldas;3132014929;diana.torres@ferremail.com;8/05/2025;Hogar;Alta;575.941;Activo
CLI095;María;García Torres;CC;16238795;Medellín;Antioquia;3151716756;maría.garcía@ferremail.com;27/01/2025;Constructor;Media;49.402;Activo
CLI096;Ana;Torres García;CC;45055276;Santa Rosa de Cabal;Risaralda;3142400283;ana.torres@ferremail.com;9/07/2025;Profesional;Media;121.371;Activo
CLI097;Luisa;Gómez Martínez;CC;100133874;Pereira;Risaralda;3145902666;luisa.gómez@ferremail.com;23/10/2025;Hogar;Alta;437.978;Activo
CLI098;Fernando;Martínez Pérez;CC;41873646;Bogotá;Cundinamarca;3151415008;fernando.martínez@ferremail.com;7/09/2025;Hogar;Baja;480.514;Activo
CLI099;Luisa;Gómez Rodríguez;CC;33567809;Medellín;Antioquia;3184947208;luisa.gómez@ferremail.com;23/10/2025;Profesional;Alta;413.276;Activo
CLI100;Fernando;Torres Sánchez;CC;75564145;Medellín;Antioquia;3126787749;fernando.torres@ferremail.com;20/12/2025;Hogar;Alta;145.995;Activo
CLI101;Carlos;Gómez Gómez;NIT;46532022;Santa Rosa de Cabal;Risaralda;3173490706;carlos.gómez@ferremail.com;21/09/2025;Profesional;Alta;414.966;Activo
CLI102;Santiago;Pérez Ramírez;CC;98798296;Armenia;Quindío;3189369689;santiago.pérez@ferremail.com;16/02/2025;Hogar;Baja;389.040;Activo
CLI103;Pedro;García Pérez;NIT;21579149;Medellín;Antioquia;3163035848;pedro.garcía@ferremail.com;6/01/2026;Constructor;Media;586.074;Activo
CLI104;Andrés;Rodríguez López;CC;38348817;Manizales;Caldas;3168951632;andrés.rodríguez@ferremail.com;14/01/2025;Profesional;Baja;579.723;Activo
CLI105;Diana;Rodríguez Martínez;CC;25170521;Armenia;Quindío;3162841648;diana.rodríguez@ferremail.com;4/01/2025;Profesional;Alta;289.708;Activo
CLI106;María;Rodríguez Sánchez;CC;102733985;Bogotá;Cundinamarca;3169070924;maría.rodríguez@ferremail.com;21/05/2025;Hogar;Baja;584.262;Activo
CLI107;Paula;Gómez García;CC;88414095;Armenia;Quindío;3188969693;paula.gómez@ferremail.com;13/02/2026;Hogar;Alta;424.032;Activo
CLI108;María;Martínez Ramírez;CC;74674115;Pereira;Risaralda;3141785332;maría.martínez@ferremail.com;9/05/2026;Hogar;Baja;231.760;Activo
CLI109;Fernando;López García;CC;58665285;Bogotá;Cundinamarca;3176927997;fernando.lópez@ferremail.com;29/11/2025;Constructor;Baja;213.283;Activo
CLI110;Fernando;López Pérez;CC;64496748;Bogotá;Cundinamarca;3116489464;fernando.lópez@ferremail.com;6/08/2025;Hogar;Media;206.626;Activo
CLI111;Sandra;García García;CC;47735088;Santa Rosa de Cabal;Risaralda;3127846192;sandra.garcía@ferremail.com;2/03/2025;Hogar;Baja;394.999;Activo
CLI112;Fernando;Martínez Pérez;CC;34586222;Santa Rosa de Cabal;Risaralda;3182675843;fernando.martínez@ferremail.com;2/02/2026;Constructor;Baja;103.560;Activo
CLI113;Luisa;Torres Martínez;NIT;88931275;Pereira;Risaralda;3184978702;luisa.torres@ferremail.com;9/02/2025;Constructor;Baja;332.250;Activo
CLI114;Martha;Pérez Ramírez;CC;85306159;Pereira;Risaralda;3116087268;martha.pérez@ferremail.com;12/11/2025;Hogar;Alta;106.988;Activo
CLI115;Pedro;Ramírez Martínez;CC;27434167;Pereira;Risaralda;3176203916;pedro.ramírez@ferremail.com;25/08/2025;Profesional;Baja;39.623;Activo
CLI116;María;Torres Torres;NIT;61900771;Manizales;Caldas;3158393979;maría.torres@ferremail.com;7/01/2025;Constructor;Alta;94.553;Activo
CLI117;Carlos;Sánchez García;CC;29369886;Pereira;Risaralda;3137417665;carlos.sánchez@ferremail.com;25/07/2025;Profesional;Baja;95.713;Activo
CLI118;Diana;Gómez Torres;CC;52106078;Pereira;Risaralda;3177493509;diana.gómez@ferremail.com;12/04/2026;Profesional;Media;500.488;Activo
CLI119;Ana;García Pérez;NIT;11656671;Armenia;Quindío;3119527171;ana.garcía@ferremail.com;7/08/2025;Hogar;Media;346.032;Activo
CLI120;Sandra;Gómez Pérez;CC;72242810;Pereira;Risaralda;3119019213;sandra.gómez@ferremail.com;11/07/2025;Profesional;Baja;696.787;Activo
CLI121;Luis;Sánchez Gómez;CC;95440590;Manizales;Caldas;3163534937;luis.sánchez@ferremail.com;27/04/2026;Hogar;Alta;689.648;Activo
CLI122;Andrés;Torres Sánchez;CC;67641756;Medellín;Antioquia;3131444191;andrés.torres@ferremail.com;10/05/2025;Profesional;Media;304.186;Activo
CLI123;Juan;Ramírez García;NIT;68454884;Manizales;Caldas;3134340216;juan.ramírez@ferremail.com;29/03/2026;Constructor;Alta;261.531;Activo
CLI124;Claudia;Rodríguez Martínez;CC;11074961;Armenia;Quindío;3179296877;claudia.rodríguez@ferremail.com;18/04/2026;Constructor;Alta;421.927;Activo
CLI125;Carlos;Rodríguez López;CC;76777436;Armenia;Quindío;3148214615;carlos.rodríguez@ferremail.com;12/11/2025;Constructor;Media;350.904;Activo
CLI126;Sandra;Sánchez Gómez;CC;65940773;Santa Rosa de Cabal;Risaralda;3158330292;sandra.sánchez@ferremail.com;27/04/2025;Profesional;Baja;629.996;Activo
CLI127;Fernando;García Rodríguez;CC;98240465;Bogotá;Cundinamarca;3154151882;fernando.garcía@ferremail.com;28/10/2025;Profesional;Media;465.864;Activo
CLI128;Luisa;Pérez Martínez;CC;48836811;Santa Rosa de Cabal;Risaralda;3155158549;luisa.pérez@ferremail.com;2/04/2025;Profesional;Media;750.023;Activo
CLI129;Ana;Gómez Rodríguez;CC;42356072;Medellín;Antioquia;3102268300;ana.gómez@ferremail.com;26/04/2025;Hogar;Baja;653.025;Activo
CLI130;Claudia;Rodríguez Rodríguez;CC;70711339;Santa Rosa de Cabal;Risaralda;3178258746;claudia.rodríguez@ferremail.com;25/01/2026;Profesional;Alta;669.438;Activo
CLI131;María;Rodríguez Ramírez;NIT;11308507;Bogotá;Cundinamarca;3131100734;maría.rodríguez@ferremail.com;7/01/2025;Profesional;Media;703.321;Activo
CLI132;Ana;Martínez Torres;CC;14755469;Manizales;Caldas;3118551989;ana.martínez@ferremail.com;12/01/2025;Hogar;Alta;152.632;Activo
CLI133;Carlos;Martínez Sánchez;CC;46286070;Medellín;Antioquia;3163976031;carlos.martínez@ferremail.com;3/11/2025;Hogar;Media;188.484;Activo
CLI134;Martha;Torres Martínez;CC;17778748;Medellín;Antioquia;3152946830;martha.torres@ferremail.com;19/12/2025;Constructor;Alta;485.757;Activo
CLI135;Diego;Ramírez López;CC;81297755;Armenia;Quindío;3135031419;diego.ramírez@ferremail.com;1/06/2025;Profesional;Baja;286.847;Activo
CLI136;Luis;García Rodríguez;CC;27066318;Pereira;Risaralda;3135443778;luis.garcía@ferremail.com;25/08/2025;Hogar;Alta;540.985;Activo
CLI137;Paula;Sánchez Rodríguez;CC;55677380;Bogotá;Cundinamarca;3185884797;paula.sánchez@ferremail.com;12/11/2025;Hogar;Media;745.495;Activo
CLI138;Juan;López Rodríguez;CC;79069690;Santa Rosa de Cabal;Risaralda;3183613275;juan.lópez@ferremail.com;7/03/2025;Constructor;Alta;164.832;Activo
CLI139;Paula;Ramírez López;NIT;79963054;Manizales;Caldas;3123654837;paula.ramírez@ferremail.com;27/09/2025;Hogar;Alta;402.729;Activo
CLI140;Sandra;Torres Gómez;CC;57602635;Santa Rosa de Cabal;Risaralda;3182942811;sandra.torres@ferremail.com;1/05/2025;Profesional;Baja;297.707;Activo
CLI141;Juan;Gómez Ramírez;CC;108158747;Bogotá;Cundinamarca;3131937841;juan.gómez@ferremail.com;30/11/2025;Hogar;Baja;766.788;Activo
CLI142;Ana;Gómez Sánchez;CC;25702852;Santa Rosa de Cabal;Risaralda;3104040267;ana.gómez@ferremail.com;5/05/2026;Hogar;Media;152.311;Activo
CLI143;Carlos;Rodríguez Torres;CC;85643942;Manizales;Caldas;3115273445;carlos.rodríguez@ferremail.com;6/12/2025;Hogar;Media;314.700;Activo
CLI144;Martha;Rodríguez Sánchez;CC;13646804;Santa Rosa de Cabal;Risaralda;3164122951;martha.rodríguez@ferremail.com;6/06/2025;Hogar;Alta;654.965;Activo
CLI145;Pedro;Gómez Sánchez;NIT;85230621;Pereira;Risaralda;3113833552;pedro.gómez@ferremail.com;26/01/2025;Constructor;Alta;508.011;Activo
CLI146;Fernando;Torres López;CC;24497054;Bogotá;Cundinamarca;3145828761;fernando.torres@ferremail.com;22/03/2026;Profesional;Media;519.653;Activo
CLI147;Juan;Gómez Torres;NIT;20427148;Santa Rosa de Cabal;Risaralda;3143619980;juan.gómez@ferremail.com;8/06/2025;Profesional;Media;396.188;Activo
CLI148;Sandra;López Pérez;CC;62764241;Medellín;Antioquia;3184390742;sandra.lópez@ferremail.com;5/12/2025;Constructor;Alta;414.583;Activo
CLI149;Sandra;Sánchez Torres;CC;32371392;Armenia;Quindío;3165032654;sandra.sánchez@ferremail.com;9/02/2026;Hogar;Alta;234.432;Activo
CLI150;Fernando;Gómez Martínez;CC;55938649;Manizales;Caldas;3123042823;fernando.gómez@ferremail.com;20/04/2025;Profesional;Media;514.509;Activo
CLI151;Carlos;García Ramírez;CC;54804549;Armenia;Quindío;3146438684;carlos.garcía@ferremail.com;3/06/2025;Hogar;Alta;626.177;Activo
CLI152;Diana;López Sánchez;CC;87411194;Manizales;Caldas;3142999254;diana.lópez@ferremail.com;17/04/2025;Hogar;Baja;369.307;Activo
CLI153;Juan;López Martínez;CC;54810380;Bogotá;Cundinamarca;3127428540;juan.lópez@ferremail.com;28/03/2026;Hogar;Media;711.738;Activo
CLI154;Diego;Martínez Ramírez;CC;81226787;Bogotá;Cundinamarca;3117303745;diego.martínez@ferremail.com;9/03/2026;Constructor;Media;277.368;Activo
CLI155;Luisa;Sánchez Sánchez;CC;102540486;Santa Rosa de Cabal;Risaralda;3179544291;luisa.sánchez@ferremail.com;25/03/2025;Hogar;Baja;341.333;Activo
CLI156;Luis;Ramírez Sánchez;CC;75176852;Bogotá;Cundinamarca;3184329049;luis.ramírez@ferremail.com;9/01/2025;Profesional;Media;779.416;Activo
CLI157;Pedro;Ramírez Ramírez;CC;87827225;Manizales;Caldas;3146494339;pedro.ramírez@ferremail.com;19/02/2025;Profesional;Baja;318.185;Activo
CLI158;Pedro;Martínez López;CC;85998646;Pereira;Risaralda;3141195246;pedro.martínez@ferremail.com;18/02/2025;Profesional;Media;69.104;Activo
CLI159;Martha;García Martínez;CC;76346143;Manizales;Caldas;3182206861;martha.garcía@ferremail.com;18/03/2025;Profesional;Media;762.296;Activo
CLI160;Martha;Martínez Sánchez;CC;32406697;Bogotá;Cundinamarca;3168991208;martha.martínez@ferremail.com;29/08/2025;Hogar;Media;474.162;Activo
CLI161;Ana;Pérez Sánchez;CC;73975459;Medellín;Antioquia;3109593059;ana.pérez@ferremail.com;22/01/2026;Hogar;Alta;423.322;Activo
CLI162;María;Sánchez López;CC;93163963;Pereira;Risaralda;3145077716;maría.sánchez@ferremail.com;21/09/2025;Constructor;Media;519.499;Activo
CLI163;Pedro;Martínez Pérez;CC;24931115;Pereira;Risaralda;3151780641;pedro.martínez@ferremail.com;16/04/2026;Hogar;Media;195.915;Activo
CLI164;Paula;García Torres;CC;23863529;Bogotá;Cundinamarca;3187416438;paula.garcía@ferremail.com;4/02/2026;Hogar;Baja;775.343;Activo
CLI165;Diana;Sánchez Martínez;CC;89157203;Armenia;Quindío;3107127764;diana.sánchez@ferremail.com;25/03/2025;Profesional;Media;278.503;Activo
CLI166;Fernando;Gómez García;CC;13341861;Armenia;Quindío;3113615804;fernando.gómez@ferremail.com;22/05/2025;Hogar;Baja;763.537;Activo
CLI167;Pedro;Torres García;CC;97210744;Santa Rosa de Cabal;Risaralda;3104594058;pedro.torres@ferremail.com;19/11/2025;Hogar;Baja;38.073;Activo
CLI168;Ana;Sánchez Pérez;NIT;61914894;Bogotá;Cundinamarca;3142794291;ana.sánchez@ferremail.com;5/05/2026;Profesional;Alta;687.689;Activo
CLI169;Ana;Martínez Ramírez;CC;21476429;Bogotá;Cundinamarca;3125157263;ana.martínez@ferremail.com;7/01/2025;Hogar;Alta;98.222;Activo
CLI170;Carlos;Rodríguez Rodríguez;CC;95138637;Armenia;Quindío;3112490687;carlos.rodríguez@ferremail.com;23/09/2025;Constructor;Alta;476.956;Activo
